"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0 32.2348345434116 4.36554113700613 10.9076676406662 22.8773281209719 3.0075501033171 17.6251856271202 4.86993487465653 13.9726821999187 2.37953985671207
"2" 32.2348345434116 0 32.7942275887691 21.3361752898327 9.39150061572579 35.2387145424797 14.6294262152511 37.0693612935851 18.279211163545 31.8999905357477
"3" 4.36554113700613 32.7942275887691 0 11.8638160632592 23.6764986044475 5.013601451965 18.2830593919986 6.75702972777311 14.7399675632577 2.12996649160517
"4" 10.9076676406662 21.3361752898327 11.8638160632592 0 12.0102477397474 13.9067591101752 6.71753718457563 15.7619718652585 3.06544087406112 10.666430001429
"5" 22.8773281209719 9.39150061572579 23.6764986044475 12.0102477397474 0 25.8842196699674 5.39443289328508 27.6966735551428 8.98388621610709 22.6480248234458
"6" 3.0075501033171 35.2387145424797 5.013601451965 13.9067591101752 25.8842196699674 0 20.6237687166505 1.98683497121483 16.9704641933007 4.06309013840111
"7" 17.6251856271202 14.6294262152511 18.2830593919986 6.71753718457563 5.39443289328508 20.6237687166505 0 22.4769795233913 3.65345004109394 17.2871458311153
"8" 4.86993487465653 37.0693612935851 6.75702972777311 15.7619718652585 27.6966735551428 1.98683497121483 22.4769795233913 0 18.8272614517444 6.03227333828465
"9" 13.9726821999187 18.279211163545 14.7399675632577 3.06544087406112 8.98388621610709 16.9704641933007 3.65345004109394 18.8272614517444 0 13.6641398029988
"10" 2.37953985671207 31.8999905357477 2.12996649160517 10.666430001429 22.6480248234458 4.06309013840111 17.2871458311153 6.03227333828465 13.6641398029988 0
